,行业,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,保险,11.8,0.9,7.15,6.35
1,银行,-3.7,-4.88,6.27,17.65
2,汽车服务,-10.2,7.14,12.24,25.7
3,玻璃玻纤,-12.0,17.28,36.57,45.5
4,公用事业,-12.2,1.0,6.85,11.24
5,珠宝首饰,-14.3,1.41,5.55,36.64
6,美容护理,-17.5,11.15,7.5,36.55
7,燃气,-19.5,8.36,14.53,17.62
8,教育,-21.5,7.11,13.65,14.22
9,房地产服务,-24.2,5.66,12.78,18.42
10,专业服务,-26.2,8.06,19.9,41.2
11,装修装饰,-27.0,6.64,10.72,30.87
12,航空机场,-27.1,4.84,3.58,2.96
13,家用轻工,-28.6,7.71,16.28,38.25
14,包装材料,-28.8,6.35,15.57,34.29
15,橡胶制品,-30.2,13.71,18.24,36.64
16,物流行业,-31.1,6.94,10.66,28.0
17,铁路公路,-31.2,0.06,2.11,6.87
18,装修建材,-31.9,8.4,17.39,27.4
19,化纤行业,-32.5,9.74,10.28,33.5
20,航运港口,-35.9,3.48,9.53,16.29
21,采掘行业,-36.3,5.48,23.47,38.1
22,综合行业,-36.4,10.58,21.91,32.39
23,医药商业,-38.1,3.35,11.17,19.88
24,石油行业,-39.8,4.82,13.25,16.46
25,造纸印刷,-41.9,7.04,14.06,22.38
26,酿酒行业,-48.9,6.27,5.05,4.91
27,化肥行业,-51.8,5.25,14.3,21.73
28,旅游酒店,-56.3,8.48,12.24,12.53
29,贸易行业,-57.1,6.01,13.58,23.14
30,农药兽药,-58.1,9.65,15.48,48.91
31,仪器仪表,-58.3,11.5,19.81,52.38
32,电子化学品,-60.2,16.13,22.51,35.81
33,工程咨询服务,-61.7,6.43,19.81,31.32
34,多元金融,-61.8,3.7,28.97,30.34
35,中药,-62.2,9.28,15.41,17.99
36,煤炭行业,-62.3,3.73,9.83,6.59
37,非金属材料,-62.5,14.17,28.17,40.89
38,贵金属,-65.3,-2.21,10.19,45.48
39,商业百货,-66.7,6.95,5.36,2.14
40,纺织服装,-69.0,9.1,14.85,30.4
41,通信服务,-71.2,8.69,13.85,19.32
42,能源金属,-71.4,12.42,29.99,26.76
43,风电设备,-72.4,13.15,23.74,40.71
44,电源设备,-74.4,20.91,32.1,56.03
45,食品饮料,-79.9,5.46,3.93,18.97
46,家电行业,-83.6,11.05,17.34,34.54
47,电机,-91.4,15.37,20.98,49.03
48,钢铁行业,-96.0,7.24,18.97,25.89
49,医疗器械,-100.5,16.23,24.91,40.85
50,船舶制造,-101.2,12.16,32.71,54.8
51,化学原料,-107.6,8.23,14.85,36.53
52,交运设备,-111.9,12.16,19.15,36.61
53,环保行业,-114.0,8.61,13.8,35.12
54,农牧饲渔,-115.2,5.69,10.9,24.57
55,房地产开发,-115.6,6.53,15.11,12.87
56,游戏,-117.3,10.38,25.02,47.26
57,消费电子,-118.5,22.93,32.11,39.43
58,生物制品,-119.9,13.89,26.96,55.58
59,汽车整车,-125.4,9.11,6.5,15.55
60,光学光电子,-137.8,15.18,24.12,31.98
61,水泥建材,-143.8,9.1,20.0,29.82
62,塑料制品,-148.3,18.48,30.61,65.85
63,工程机械,-148.4,17.48,22.06,45.41
64,医疗服务,-154.4,15.35,28.92,44.98
65,计算机设备,-154.9,12.45,21.04,41.52
66,电力行业,-162.2,-1.06,5.85,15.44
67,电池,-164.5,10.99,27.04,40.46
68,有色金属,-183.0,10.67,23.62,40.24
69,光伏设备,-184.7,5.01,21.06,12.9
70,航天航空,-189.1,8.93,22.45,36.71
71,文化传媒,-190.3,7.32,12.81,17.0
72,工程建设,-204.9,8.91,16.15,26.4
73,电网设备,-215.4,7.75,15.95,32.72
74,证券,-234.3,11.01,24.55,19.88
75,电子元件,-275.2,17.32,36.36,56.36
76,化学制品,-281.5,10.5,18.93,41.02
77,半导体,-284.0,18.97,24.88,34.82
78,汽车零部件,-295.9,14.03,17.0,54.24
79,通用设备,-297.6,16.22,21.84,59.72
80,通信设备,-318.7,17.23,29.96,45.39
81,小金属,-341.8,20.57,42.49,68.82
82,化学制药,-354.3,13.47,29.17,52.98
83,专用设备,-474.8,14.76,22.78,50.08
84,互联网服务,-532.7,11.6,21.17,43.73
85,软件开发,-543.6,13.65,23.99,42.81
